,title,star,review,Cleaned
2001, امیر ن,4.0,"""مکان بسیار سرگرم کننده ای است اما پیشنهاد می کنم با شما غذا بخورید زیرا بسیار گران است…", مکان بسیار سرگرم کننده ای است اما پیشنهاد می کنم با شما غذا بخورید زیرا بسیار گران است…
2002, مهدی جعفری,5.0,"""جای خوبی برای مسخره کردن مسئولان در بازی است که باید وارد آن شوید...", جای خوبی برای مسخره کردن مسیولان در بازی است که باید وارد آن شوید 
2003, مصطفی احمدی,4.0,«در دو طرف پل ورودی برای هر نفر 2000 تومان گذاشتن زیباست، اما ما وارد قسمت پایین پل شدیم که نرده ها را بریده بودند و البته فقط به طبیعت دسترسی داشت و ...,«در دو طرف پل ورودی برای هر نفر 20 تومان گذاشتن زیباست اما ما وارد قسمت پایین پل شدیم که نرده ها را بریده بودند و البته فقط به طبیعت دسترسی داشت و 
2004, علیرضا طالبی پور,4.0,"""تنها مکان پرآب و مناسب برای تفریح در نزدیکی استان اصفهان. مکانی مناسب برای گذراندن تابستان و روزهای گرم سال با امکان قایق سواری روی قایق های آبی خروشان...", تنها مکان پرآب و مناسب برای تفریح در نزدیکی استان اصفهان مکانی مناسب برای گذراندن تابستان و روزهای گرم سال با امکان قایق سواری روی قایق های آبی خروشان 
2005, محمد میرهاشمی,4.0,پل تاریخی و تفریحی زمان خان واقع در شهرکرد…,پل تاریخی و تفریحی زمان خان واقع در شهرکرد…
2006, یک دلیلی,5.0,"""بسیار زیبا و با مهارت بسیار ساخته شده است (اورجینال)…", بسیار زیبا و با مهارت بسیار ساخته شده است اورجینال …
2007, جعفر سادات,4.0,"""فوق العاده زیبا و خنک در ماه جولای با آب (اورجینال)…", فوق العاده زیبا و خنک در ماه جولای با آب اورجینال …
2008, علی اصغر شفیعی,5.0,""" کاش این مکان پارکینگ داشت (اصل) این مکان کاش یک پارکینگ داشت", کاش این مکان پارکینگ داشت اصل این مکان کاش یک پارکینگ داشت
2009, آقای سر,3.0,"""منطقه ای بسیار زیبا، اما شلوغ، به خصوص در روز جمعه (اصل)…", منطقه ای بسیار زیبا اما شلوغ به خصوص در روز جمعه اصل …
2010, رسول موسوی,5.0,""" It is very beautiful, but the parking is crowded (Original) چون جای خیلی خیلی خوبی است", it is very beautiful but the parking is crowded original چون جای خیلی خیلی خوبی است
2011, مهدی یار,4.0,"""جای خوبی برای مسخره کردن مسئولان در بازی است که باید وارد آن شوید...", جای خوبی برای مسخره کردن مسیولان در بازی است که باید وارد آن شوید 
2012, مهدی جعفری,5.0,جای خوبیه فقط از مسخره بازیای مسئولین اونجا اینه که باید ورودی بدی 😂😂😂,جای خوبیه فقط از مسخره بازیای مسیولین اونجا اینه که باید ورودی بدی emoji emoji emoji 
2013, مهدی مهر,4.0,«پل باشکوه و تاریخی، فقط مشکل پارک ماشین و شلوغی…,«پل باشکوه و تاریخی فقط مشکل پارک ماشین و شلوغی…
2014, بهنام سامانی,5.0,پل تاریخی زمان خان در ۵ کیلومتری شهر سامان نگین استان چهارمحال و بختیاری مکانی زیبا با چشم‌اندازی چشم نواز…,پل تاریخی زمان خان در 5 کیلومتری شهر سامان نگین استان چهارمحال و بختیاری مکانی زیبا با چشم‌اندازی چشم نواز…
2015, مجید پوران,5.0,بیشتر از پل زمان خان به طبیعت عالی و زیبا و رودخانه زنده زاینده رود و جاذبه بسیار هیجان انگیز رفتینگ توجه دارم…,بیشتر از پل زمان خان به طبیعت عالی و زیبا و رودخانه زنده زاینده رود و جاذبه بسیار هیجان انگیز رفتینگ توجه دارم…
2016, امید تهرانی,4.0,"""مکانی خوب در کنار زاینده رود و تجربه بالگرد که عالی بود اما متاسفانه نامنظم و بدون امکانات رفاهی قابل قبول...", مکانی خوب در کنار زاینده رود و تجربه بالگرد که عالی بود اما متاسفانه نامنظم و بدون امکانات رفاهی قابل قبول 
2017, احسان تقی پور,3.0,«فقط پل باز بود و پارک زیر پل به دلیل بازسازی و تعمیر بسته بود…,«فقط پل باز بود و پارک زیر پل به دلیل بازسازی و تعمیر بسته بود…
2018, ebi as,5.0,"""بسیار زیبا.در تابستان نسبتا خنک.خروجی نفری 2 تومن.امکان کمپ شبانه.دارای آلاچیق.دارای رستوران و کافی شاپ.دارای پارکینگ.همچنین جا دارد. …", بسیار زیبا در تابستان نسبتا خنک خروجی نفری 2 تومن امکان کمپ شبانه دارای آلاچیق دارای رستوران و کافی شاپ دارای پارکینگ همچنین جا دارد …
2019, جعفر سادات,4.0,"""فوق العاده زیبا و خنک در ماه جولای با آب (اورجینال)…", فوق العاده زیبا و خنک در ماه جولای با آب اورجینال …
2020, مهدی رضایی,5.0,پل زمان خان باصفا برای یک شب اقامت (اصل)…,پل زمان خان باصفا برای یک شب اقامت اصل …
2021, محسن قاسمی,5.0,بسیار خنک با آب تمیز و امواج خروشان و طبیعت زیبا در کنار تاریخ…,بسیار خنک با آب تمیز و امواج خروشان و طبیعت زیبا در کنار تاریخ…
2022, حمید موذنی,4.0,«پلی تاریخی در نزدیکی شهر سامان در بهار باغ‌ها و درختان باشکوه اطراف رودخانه بزرگ بود…,«پلی تاریخی در نزدیکی شهر سامان در بهار باغ‌ها و درختان باشکوه اطراف رودخانه بزرگ بود…
2023, محمد میرهاشمی,4.0,پل تاریخی و تفریحی زمان خان واقع در شهرکرد…,پل تاریخی و تفریحی زمان خان واقع در شهرکرد…
2024, مرتضی فریدونی,5.0,"""خیلی عالی بود مخصوصا زاینده رود. لذت بردیم. حتما برید...", خیلی عالی بود مخصوصا زاینده رود لذت بردیم حتما برید 
2025, حسین طالب,5.0,پل تاریخی زمان خان در ۱۲۰ کیلومتری غرب استان اصفهان، مکانی برای گذراندن اوقات فراغت با خانواده در تابستان با طبیعتی بسیار زیبا در کنار زاینده رود…,پل تاریخی زمان خان در 120 کیلومتری غرب استان اصفهان مکانی برای گذراندن اوقات فراغت با خانواده در تابستان با طبیعتی بسیار زیبا در کنار زاینده رود…
2026, سبحان شهید,4.0,پل در روزهای تعطیل برای خانواده ها شلوغ است و باید برنامه ریزی کرد…,پل در روزهای تعطیل برای خانواده ها شلوغ است و باید برنامه ریزی کرد…
2027, میکی جمالی,3.0,یک پل قدیمی با رودخانه ای زیبا و مکانی برای پیک نیک وجود دارد، اما پارکینگ آن مناسب نیست…,یک پل قدیمی با رودخانه ای زیبا و مکانی برای پیک نیک وجود دارد اما پارکینگ آن مناسب نیست…
2028, جابر دهقان,4.0,پل خان زمان در آب و هوای بسیار مطبوع واقع شده است. پارکینگ کافی دارد. …,پل خان زمان در آب و هوای بسیار مطبوع واقع شده است پارکینگ کافی دارد …
2029, بهاره باب,5.0,پل تاریخی بر روی زاینده رود در شهرستان سامان استان چهارمحال و بختیاری…,پل تاریخی بر روی زاینده رود در شهرستان سامان استان چهارمحال و بختیاری…
2030, عباس اسماعیلی,3.0,""" Everything is great just very busy (Original) همه چیز عالی فقط بسیار شلوغ", everything is great just very busy original همه چیز عالی فقط بسیار شلوغ
2031, مهدی یار,4.0,"""خیلی قشنگه ولی پارکینگ شلوغه (اصل)…", خیلی قشنگه ولی پارکینگ شلوغه اصل …
2032, ممد لولو (مرضا جلالی),5.0,به نظر من سامان زیباترین شهر کل استان است و گل سرسبد شهر سامان پبل زمان خانه است.,به نظر من سامان زیباترین شهر کل استان است و گل سرسبد شهر سامان پبل زمان خانه است 
2033, یک دلیلی,5.0,"""بسیار زیبا و با مهارت بسیار ساخته شده است (اورجینال)…", بسیار زیبا و با مهارت بسیار ساخته شده است اورجینال …
2034, احمد برات نژاد,4.0,"""عالی است، اما کاش می توانستیم از لذت خوابیدن در چادر کنار آب اینجا لذت ببریم...", عالی است اما کاش می توانستیم از لذت خوابیدن در چادر کنار آب اینجا لذت ببریم 
2035, حسین عربی,5.0,"""جای زیبایی بود، اما مردم محلی حداقل دو برابر گردو و بادام می فروختند...", جای زیبایی بود اما مردم محلی حداقل دو برابر گردو و بادام می فروختند 
2036, ایمان صادقی,5.0,"""ما در سال 1998 رفتیم. عالی بود. جریان بالای آب که از دهانه پل می آمد شما را شگفت زده کرد ...", ما در سال 1998 رفتیم عالی بود جریان بالای آب که از دهانه پل می آمد شما را شگفت زده کرد 
2037, عباس محقق,5.0,"""عالی بود، اما توالت‌ها مایع نداشتند و فضای اطراف بهتر بود.…", عالی بود اما توالت‌ها مایع نداشتند و فضای اطراف بهتر بود …
2038, مهدی دلجو,3.0,"""جاده منتهی به پل بسیار زیبا و دیدنی است. خود پل که اصلا دیده نمی شود!…", جاده منتهی به پل بسیار زیبا و دیدنی است خود پل که اصلا دیده نمی شود …
2039, علی اصغر شفیعی,5.0,""" کاش این مکان پارکینگ داشت (اصل) این مکان کاش یک پارکینگ داشت", کاش این مکان پارکینگ داشت اصل این مکان کاش یک پارکینگ داشت
2040, فریدون حسن نژاد,5.0,"""محیط بسیار زیبا و دلنشین. تابستان های خنک و زمستان های سرد. اواسط خرداد زمان میوه های تابستانی از جمله گیلاس، آلبالو، توت و زردآلو…", محیط بسیار زیبا و دلنشین تابستان های خنک و زمستان های سرد اواسط خرداد زمان میوه های تابستانی از جمله گیلاس آلبالو توت و زردآلو…
2041, هوشنگ پناهی,4.0,"""مکانی زیبا و دیدنی برای لذت بردن از تفریح رفتینگ. …", مکانی زیبا و دیدنی برای لذت بردن از تفریح رفتینگ …
2042,حمید بهشتی مهر,3.0,«منظره زیبایی دارد اما کوهنوردی توجه زیادی را به خود جلب می کند. …,«منظره زیبایی دارد اما کوهنوردی توجه زیادی را به خود جلب می کند …
2043, نیما ح,5.0,اولین سفر به ایران در خرداد 97 nima.honarvaran @ واقعا ارزش تجربه و دیدن را دارد 👍…,اولین سفر به ایران در خرداد 97 nima honarvaran واقعا ارزش تجربه و دیدن را دارد emoji …
2044, علی اصغر رضایی,5.0,"""صبح و زمستان بخیر! اگر ساکت هستید! (اصلی)…", صبح و زمستان بخیر اگر ساکت هستید اصلی …
2045, سجاد عباسی,5.0,"""تجربه بسیار خوبی بود. من قطعا رفتن را توصیه می کنم…", تجربه بسیار خوبی بود من قطعا رفتن را توصیه می کنم…
2046, علیشیروا ش,5.0,"""طبیعت عالی بهترین مکان برای آرامش ذهن است (اصل)…", طبیعت عالی بهترین مکان برای آرامش ذهن است اصل …
2047, زهرا حدادیان,5.0,"""آب و طبیعت زیبا و آرام (اصل) زیبای و ارامش خاص اب و طبیعت", آب و طبیعت زیبا و آرام اصل زیبای و ارامش خاص اب و طبیعت
2048, ابوالفضل سرقلی,5.0,"""مکان دنج است و ورودی بسیار خوب است (اصلی)…", مکان دنج است و ورودی بسیار خوب است اصلی …
2049, ابراهیم بلوچ,5.0,این پل در 27 کیلومتری شهرکرد است و به دلیل داشتن آب و هوای بسیار خنک و طبیعت زیبای اطرافش به عنوان یکی از قطب های گردشگری چهارمحال و بختیاری شناخته می شود. پل زمان خان به همراه 33 پل و…,این پل در 27 کیلومتری شهرکرد است و به دلیل داشتن آب و هوای بسیار خنک و طبیعت زیبای اطرافش به عنوان یکی از قطب های گردشگری چهارمحال و بختیاری شناخته می شود پل زمان خان به همراه 33 پل و…
2050, مجتبی مصطفوی,5.0,«ساخت این پل در زمان خودش با انگیزه حجم آب…,«ساخت این پل در زمان خودش با انگیزه حجم آب…
2051, رسول موسوی,5.0,پل تاریخی زمان خان در منطقه زیبای سامان چهارمحال و بختیاری که در میان باغ های سرسبز و زیبا و چشمه های آب معدنی احاطه شده است. کوه زرد…,پل تاریخی زمان خان در منطقه زیبای سامان چهارمحال و بختیاری که در میان باغ های سرسبز و زیبا و چشمه های آب معدنی احاطه شده است کوه زرد…
2052, عمر هاکان,5.0,پل تاریخی زمان خان در منطقه زیبای سامان چهارمحال و بختیاری که در باغ و باغات سرسبز و زیبا و چشمه های معدنی است. زرد کوه,پل تاریخی زمان خان در منطقه زیبای سامان چهارمحال و بختیاری که در باغ و باغات سرسبز و زیبا و چشمه های معدنی است زرد کوه
2053, شهروز شمسی زاده,4.0,پل زمان خان یکی از پل های قدیمی، زیبا و پرطرفدار بر روی زاینده رود، روستاهای زیبایی در اطراف آن دیده می شود.,پل زمان خان یکی از پل های قدیمی زیبا و پرطرفدار بر روی زاینده رود روستاهای زیبایی در اطراف آن دیده می شود 
2054, مسعود د,5.0,بنای اولیه پل زمان خان شبیه معماری پیش از اسلام دوره ساسانی بوده و مانند سایر آثار این دوران متاثر از معماری رومی است. پل زمان خان از نظر تاریخی…,بنای اولیه پل زمان خان شبیه معماری پیش از اسلام دوره ساسانی بوده و مانند سایر آثار این دوران متاثر از معماری رومی است پل زمان خان از نظر تاریخی…
2055, محمد محمدزاده,1.0,"""بسیار شلوغ، کثیف و ناخوشایند رودخانه ای که می خواهید به آن بروید می تواند 2000000 نفر را ببرد، اما رستورانی ندارد که غذای خوبی نداشته باشد و در تعطیلات آنقدر کثیف باشد...", بسیار شلوغ کثیف و ناخوشایند رودخانه ای که می خواهید به آن بروید می تواند 20 نفر را ببرد اما رستورانی ندارد که غذای خوبی نداشته باشد و در تعطیلات آنقدر کثیف باشد 
2056, شهاب الدین فعل نظری,4.0,"""یک پارک خوب و یک پل زیبا و یک دایره ... (اصلی) ...", یک پارک خوب و یک پل زیبا و یک دایره اصلی 
2057, فرهاد خیابانیان,5.0,پل زیبا با معماری اصیل ایرانی، در نهایت مقاوم در برابر فشار آب خروشان رودخانه زاینده رود که از زیر این پل زیبا می گذرد، می توان به ظرافت های…,پل زیبا با معماری اصیل ایرانی در نهایت مقاوم در برابر فشار آب خروشان رودخانه زاینده رود که از زیر این پل زیبا می گذرد می توان به ظرافت های…
2058, محسن مهراد,4.0,این پل در شهر سامان در 22 کیلومتری شهرکرد واقع شده است. این پل روی زاینده رود و دارای دو دهانه به طول 30 متر و ارتفاع 22 متر است که توسط بیگی ها و قشقایی ها ساخته شده است.,این پل در شهر سامان در 22 کیلومتری شهرکرد واقع شده است این پل روی زاینده رود و دارای دو دهانه به طول 30 متر و ارتفاع 22 متر است که توسط بیگی ها و قشقایی ها ساخته شده است 
2059, سولماز عبدی,5.0,""" It is very beautiful, unique nature (Original) خیلی زیباست طبیعته بینظیر", it is very beautiful unique nature original خیلی زیباست طبیعته بینظیر
2060, سارا شریفی,3.0,«در اطراف پل بازاری برای خرید مواد غذایی و خشکبار بود و منظره پل بسیار زیبا بود، اما جایی برای نشستن نبود.,«در اطراف پل بازاری برای خرید مواد غذایی و خشکبار بود و منظره پل بسیار زیبا بود اما جایی برای نشستن نبود 
2061, مصطفی اسنکی,5.0,پل خان خان یکی از با ارزش ترین و قدیمی ترین بناهای شهر سمانه در شهرستان سامان است که دارای دو دهانه به طول 30 متر و ارتفاع 12 متر است.,پل خان خان یکی از با ارزش ترین و قدیمی ترین بناهای شهر سمانه در شهرستان سامان است که دارای دو دهانه به طول 30 متر و ارتفاع 12 متر است 
2062, فریبرز زارع,1.0,"""این اصلا جالب نیست، من فقط ماهیت پایین آن را تایید می کنم به نظر من حتی خود پل هم خاص نیست. …", این اصلا جالب نیست من فقط ماهیت پایین آن را تایید می کنم به نظر من حتی خود پل هم خاص نیست …
2063, محمدرضا مستحسن,5.0,پل تاریخی زمان خان رئیس ایل نفر بر روی زاینده رود و در شهرستان سامان در باغات روستای ایل بیگی در استان چهارمحال و بختیاری قرار دارد.,پل تاریخی زمان خان رییس ایل نفر بر روی زاینده رود و در شهرستان سامان در باغات روستای ایل بیگی در استان چهارمحال و بختیاری قرار دارد 
2064, مهدی نظری,5.0,صدای آب زیر پل زمان خان واقعا عالی و رویایی است این مکان فصل را نمی شناسد…,صدای آب زیر پل زمان خان واقعا عالی و رویایی است این مکان فصل را نمی شناسد…
2065, دکتر HR صالحی,3.0,"""خیلی زیباست. رودخانه بسیار پر آب است. پل نیز یک مورخ است و احتمالاً داستان پشت آن را شنیده اید. برای ورود به ساحل رودخانه باید دو هزار دلار بپردازید. …", خیلی زیباست رودخانه بسیار پر آب است پل نیز یک مورخ است و احتمالاً داستان پشت آن را شنیده اید برای ورود به ساحل رودخانه باید دو هزار دلار بپردازید …
2066, امیرمهدی AK78,5.0,"""پلی تاریخی و زیبا که هم جاذبه تاریخی دارد و هم جاذبه طبیعی. این پل روی زاینده رود قرار دارد. در کنار پل صنایع دستی، مربا، مربا و رستوران های زیادی وجود دارد.", پلی تاریخی و زیبا که هم جاذبه تاریخی دارد و هم جاذبه طبیعی این پل روی زاینده رود قرار دارد در کنار پل صنایع دستی مربا مربا و رستوران های زیادی وجود دارد 
2067, محمد محمد,5.0,"""لذت بردن از زمان پل خان در یمن عالی بود، حتما از رستوران ها و قایق های عالی که در 2 کیلومتری اینجا در کل شهر کردستانی و فارسان دیدنی های زیادی داشت استفاده کنید.", لذت بردن از زمان پل خان در یمن عالی بود حتما از رستوران ها و قایق های عالی که در 2 کیلومتری اینجا در کل شهر کردستانی و فارسان دیدنی های زیادی داشت استفاده کنید 
2068, علی عبدالهی,5.0,""" that was perfect (Original) عالی بود", that was perfect original عالی بود
2069, علیرضا فدایی,4.0,یک مکان زیبا اما شلوغ در پایان هفته (اصلی)…,یک مکان زیبا اما شلوغ در پایان هفته اصلی …
2070, هانی عالی زاده,5.0,"""مهمترین آثار باستانی سامان که مردم سامان باید به آن افتخار کنند، رفتیم رفتینگ رفتینگ آبی و از این پل دیدن کردیم...", مهمترین آثار باستانی سامان که مردم سامان باید به آن افتخار کنند رفتیم رفتینگ رفتینگ آبی و از این پل دیدن کردیم 
2071, سعید ایوبی,3.0,«در اینکه منطقه ای خنک (در تابستان) و زیبا و مطلوب وجود دارد، شکی نیست، اما متاسفانه با وجود اینکه پول می رسد، بسیار شلوغ است و مکان مناسبی نیست و باید در…,«در اینکه منطقه ای خنک در تابستان و زیبا و مطلوب وجود دارد شکی نیست اما متاسفانه با وجود اینکه پول می رسد بسیار شلوغ است و مکان مناسبی نیست و باید در…
2072, مهدی افکار,5.0,""" بسیار جالب و خاطره انگیز. (اصل) بسیار جالب و خاطره انگیز.", بسیار جالب و خاطره انگیز اصل بسیار جالب و خاطره انگیز 
2073, فتح الله فتاحی,5.0,"""محیط بسیار زیبایی است، اما متاسفانه به دلیل افزایش جمعیت و رعایت نکردن بهداشت و استفاده از انواع دخانیات، جای خوشحالی نیست.", محیط بسیار زیبایی است اما متاسفانه به دلیل افزایش جمعیت و رعایت نکردن بهداشت و استفاده از انواع دخانیات جای خوشحالی نیست 
2074, مهدی دهکردی,5.0,""" Beautiful nature and great weather (Original) طبیعت زیبا و ابو هوای عالی", beautiful nature and great weather original طبیعت زیبا و ابو هوای عالی
2075, محمد گائینی,4.0,«ترکیب تاریخ و طبیعت که با وجود تولدش هر روز دیدنی‌تر شده است، متأسفانه اینجا نه اقامتگاه مناسبی وجود دارد و نه سازماندهی خوبی وجود دارد. …,«ترکیب تاریخ و طبیعت که با وجود تولدش هر روز دیدنی‌تر شده است متاسفانه اینجا نه اقامتگاه مناسبی وجود دارد و نه سازماندهی خوبی وجود دارد …
2076, فاطمه رضایی,1.0,با وجود اینکه از این پل زیاد شنیده بودم اما بعد از مدتی که به آنجا رسیدم چیز زیبایی ندیدم، در واقع سی و سه پل و خواجوی اصفهان را خیلی بیشتر از این پل دوست داشتم و اینکه ...,با وجود اینکه از این پل زیاد شنیده بودم اما بعد از مدتی که به آنجا رسیدم چیز زیبایی ندیدم در واقع سی و سه پل و خواجوی اصفهان را خیلی بیشتر از این پل دوست داشتم و اینکه 
2077, کریم فاتحی,5.0,پل زمان خان یکی از بناهای با ارزش و قدیمی شهرستان سمانغه در شهرستان سامان است که دارای دو دهانه به طول 300 متر و ارتفاع 122 متر است. پل زمان خان بر روی زاینده رود بر روی سنگی طبیعی بنا شده است.,پل زمان خان یکی از بناهای با ارزش و قدیمی شهرستان سمانغه در شهرستان سامان است که دارای دو دهانه به طول 300 متر و ارتفاع 122 متر است پل زمان خان بر روی زاینده رود بر روی سنگی طبیعی بنا شده است 
2078, جعفر جعفری,5.0,پل تاریخی زمان خان توسط یکی از رؤسای طایفه افشاز قزلباش ساخته شد و واحد یعقوب خان ذوالقدر بود که جنگ را با عباس وایقوب خان ملک ذوالقدر آغاز کرد و…,پل تاریخی زمان خان توسط یکی از روسای طایفه افشاز قزلباش ساخته شد و واحد یعقوب خان ذوالقدر بود که جنگ را با عباس وایقوب خان ملک ذوالقدر آغاز کرد و…
2079, حسین بهارلو,3.0,موقعیت مکانی منحصر به فرد در شهرستان سامان استان چهارمحال و بختیاری…,موقعیت مکانی منحصر به فرد در شهرستان سامان استان چهارمحال و بختیاری…
2080, وحید رحمتی,5.0,این پل را حتما ببینید، بسیار جالب است و باز هم به اصالت فوق العاده ما ایرانی ها اشاره دارد. …,این پل را حتما ببینید بسیار جالب است و باز هم به اصالت فوق العاده ما ایرانی ها اشاره دارد …
2081, Sil Mdh,3.0,"""تعطیلات خیلی شلوغ است اما باز هم سرگرم کننده است. پارکینگ نامناسب است و ماشین هم آفتاب و هم پارکینگ خیلی اذیت می شود. پلیس راه چهارمحال معمولاً بدون نظم و قانون عمل می کند.", تعطیلات خیلی شلوغ است اما باز هم سرگرم کننده است پارکینگ نامناسب است و ماشین هم آفتاب و هم پارکینگ خیلی اذیت می شود پلیس راه چهارمحال معمولاً بدون نظم و قانون عمل می کند 
2082, علیرضا طاهرنیا,5.0,پل زمان خان در زاینده رود قرار دارد و بسیار دیدنی است. نه تنها خود پل ارزش دیدن را دارد…,پل زمان خان در زاینده رود قرار دارد و بسیار دیدنی است نه تنها خود پل ارزش دیدن را دارد…
2083, محسن ملاقی,4.0,پل قدیم روی رودخانه زاینده رود است. کنار پل رودخانه فضای سبز و پارکینگ دارد و می توان آن را برای ناهار متوقف کرد. در ظهرهای گرم در روشنایی عصر هوا گرم است و بهتر است…,پل قدیم روی رودخانه زاینده رود است کنار پل رودخانه فضای سبز و پارکینگ دارد و می توان آن را برای ناهار متوقف کرد در ظهرهای گرم در روشنایی عصر هوا گرم است و بهتر است…
2084,محسن کهدویی,4.0,"""خوب. بسیار عجیب. قیمت غذاها ضعیف است. ناهار برای ما 100000 دلار هزینه دارد...", خوب بسیار عجیب قیمت غذاها ضعیف است ناهار برای ما 10 دلار هزینه دارد 
2085, رضا رضایی,4.0,«مکانی تاریخی و زیبا سال‌هاست که بر فراز کوه‌ها پایمال می‌شود و از دیرباز ملخ‌های سامان، شهر سامان در استان چهارمحال و بختیاری، مکانی زیبا، گاه…,«مکانی تاریخی و زیبا سال‌هاست که بر فراز کوه‌ها پایمال می‌شود و از دیرباز ملخ‌های سامان شهر سامان در استان چهارمحال و بختیاری مکانی زیبا گاه…
2086, مجید قاسمی,5.0,پل تاریخی زمان خان در 27 کیلومتری شهرکرد در 5 کیلومتری شمال شهر سامان در استان چهارمحال و بختیاری بر روی رودخانه زاینده رود ساخته شده است. این پل شاید تاریخی ترین پل ساخته شده بر روی ...,پل تاریخی زمان خان در 27 کیلومتری شهرکرد در 5 کیلومتری شمال شهر سامان در استان چهارمحال و بختیاری بر روی رودخانه زاینده رود ساخته شده است این پل شاید تاریخی ترین پل ساخته شده بر روی 
2087, اسد علی,5.0,مکانی سالم و مفرح برای دوچرخه سواری و سفرهای خانوادگی (اورجینال) …,مکانی سالم و مفرح برای دوچرخه سواری و سفرهای خانوادگی اورجینال …
2088, اشکان مرادی,5.0,"""عالی برای سرگرمی. ویلای عالی. اگر می خواهید اجاره کنید. آنها اجاره دارند. شما نمی خواهید چادر اجاره کنید. می توانید یک چادر اجاره کنید. …", عالی برای سرگرمی ویلای عالی اگر می خواهید اجاره کنید آنها اجاره دارند شما نمی خواهید چادر اجاره کنید می توانید یک چادر اجاره کنید …
2089, مهدی شامولی,5.0,پل زمان خان یکی از بناهای با ارزش و قدیمی شهرستان سمانغه در شهرستان سامان است که دارای دو دهانه به طول 30 متر و ارتفاع 12 متر است. پل زمان خان بر روی رودخانه زاینده رود بر روی سنگی طبیعی بنا شده است.,پل زمان خان یکی از بناهای با ارزش و قدیمی شهرستان سمانغه در شهرستان سامان است که دارای دو دهانه به طول 30 متر و ارتفاع 12 متر است پل زمان خان بر روی رودخانه زاینده رود بر روی سنگی طبیعی بنا شده است 
2090, علی رضا فاطمی,5.0,یکی از شگفت انگیزترین و زیباترین چیزهایی که خداوند آفریده پل زمان خان در اصفهان است، به هر کسی که به اصفهان می‌رود توصیه می‌کنم به این مکان بروند و ببینند که خداوند از طبیعت خود چه آفریده است.,یکی از شگفت انگیزترین و زیباترین چیزهایی که خداوند آفریده پل زمان خان در اصفهان است به هر کسی که به اصفهان می‌رود توصیه می‌کنم به این مکان بروند و ببینند که خداوند از طبیعت خود چه آفریده است 
2091, گازم گازم.,5.0,"""زیبا است اما نباید آخر هفته ها را رها کرد زیرا عملاً جایی برای نشستن وجود ندارد. …", زیبا است اما نباید آخر هفته ها را رها کرد زیرا عملاً جایی برای نشستن وجود ندارد …
2092, طاهر باقرنیا,3.0,خیلی زیباست ولی روزهای آخر هفته نباید رفت چون عملا جایی برای نشستن پیدا نمی شود ماجمعه کلی راه رفتیم هرچه گشتیم جایی برای درست کردن کباب پیدا نکردیم ومجبورشدیم خسته وگرسنه برگردیم شهرکرد.,خیلی زیباست ولی روزهای آخر هفته نباید رفت چون عملا جایی برای نشستن پیدا نمی شود ماجمعه کلی راه رفتیم هرچه گشتیم جایی برای درست کردن کباب پیدا نکردیم ومجبورشدیم خسته وگرسنه برگردیم شهرکرد 
2093, محسن ابراهیمی,5.0,"""محل بسیار تمیز و خوبی است. صدای فوران آب از دهانه پل زمان خان دلنشین و لذت بخش است. مکان هایی برای اسکان مسافران مشخص شده و دارای فروشگاه های مواد غذایی، پارکینگ...", محل بسیار تمیز و خوبی است صدای فوران آب از دهانه پل زمان خان دلنشین و لذت بخش است مکان هایی برای اسکان مسافران مشخص شده و دارای فروشگاه های مواد غذایی پارکینگ 
2094, حمید حسینی,5.0,انواع آموزش ها مانند کیف چرم دوزی – مراقبت، زیبایی، بهداشت و ایمنی را می توانید در اینجا مشاهده کنید.,انواع آموزش ها مانند کیف چرم دوزی – مراقبت زیبایی بهداشت و ایمنی را می توانید در اینجا مشاهده کنید 
2095, sia r,5.0,"""A very beautiful and fun place (Original) مکانی بسیار زیبا و مفرح", a very beautiful and fun place original مکانی بسیار زیبا و مفرح
2096, مهدی بابایی,4.0,"""ساختمان منحصر به فرد زمان خان را باید از نزدیک دید (اصل)…", ساختمان منحصر به فرد زمان خان را باید از نزدیک دید اصل …
2097, مهدی نوری,5.0,پیشنهاد می کنم از جاده سامان به سمت پل زمان خان و روستای حجت آباد حرکت کنید. …,پیشنهاد می کنم از جاده سامان به سمت پل زمان خان و روستای حجت آباد حرکت کنید …
2098, احمدرضا بروجردی,4.0,توصیه می شود به تعطیلات نروید ... شلوغ است (اصلی) ...,توصیه می شود به تعطیلات نروید شلوغ است اصلی 
2099, امیر مجیدی,1.0,"""بسیار زیبا و جذاب. اما طبق معمول، این مورد مورد بی مهری دولت و مردم است. برای افرادی که هنوز نوشتن خاطرات را جذاب تر از…", بسیار زیبا و جذاب اما طبق معمول این مورد مورد بی مهری دولت و مردم است برای افرادی که هنوز نوشتن خاطرات را جذاب تر از…
2100, مهدی حریریان,5.0,""" Very nice and quiet place (Original) خیلی جای زیبا و آروم", very nice and quiet place original خیلی جای زیبا و آروم
2101, حسن اخوان,5.0,"""کاش زودتر از این مکان دیدن کرده بودم امکانات رفاهی و جاذبه های گردشگری و در کل ارزش یک روز صرف کردن را دارد...", کاش زودتر از این مکان دیدن کرده بودم امکانات رفاهی و جاذبه های گردشگری و در کل ارزش یک روز صرف کردن را دارد 
2102, حمیدرضا صلاح چین,5.0,""" The weather is great (Original) آب و هواش عالی یههه", the weather is great original آب و هواش عالی یه
